virus_protein	virus_taxa	human_protein	human_gene_name	human_taxa
uniprotkb:P27958	11108	uniprotkb:P07948	LYN	9606
uniprotkb:P27958	11108	uniprotkb:P07948	LYN	9606
uniprotkb:P27958	11108	uniprotkb:P07948	LYN	9606
uniprotkb:Q9WMX2	333284	uniprotkb:P07948	LYN	9606
uniprotkb:P0DOE9	11259	uniprotkb:Q14444	CAPRIN1	9606
uniprotkb:P27958	11108	uniprotkb:P29966	MARCKS	9606
uniprotkb:P03496	211044	uniprotkb:P29966	MARCKS	9606
uniprotkb:P03366	11678	uniprotkb:P32121	ARRB2	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P32121	ARRB2	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P32121	ARRB2	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P32121	ARRB2	9606
uniprotkb:C5E524	643960	uniprotkb:P27816	MAP4	9606
uniprotkb:P04591-PRO_0000038593	11706	uniprotkb:P56192	MARS1	9606
uniprotkb:P04591-PRO_0000038593	11706	uniprotkb:P56192	MARS1	9606
uniprotkb:Q77M19	132487	uniprotkb:P56192	MARS1	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:Q07820	MCL1	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:Q07820	MCL1	9606
uniprotkb:Q8JPQ9	796210	uniprotkb:P49736	MCM2	9606
uniprotkb:I6T1Z2	387139	uniprotkb:P33991	MCM4	9606
uniprotkb:B4URF7	381518	uniprotkb:P33991	MCM4	9606
uniprotkb:P03366	11678	uniprotkb:P33991	MCM4	9606
uniprotkb:P03366	11678	uniprotkb:P33991	MCM4	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P33991	MCM4	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P33991	MCM4	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P33991	MCM4	9606
uniprotkb:C5E527	643960	uniprotkb:P33991	MCM4	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P33991	MCM4	9606
uniprotkb:Q76353	11676	uniprotkb:Q14566	MCM6	9606
uniprotkb:P03366	11678	uniprotkb:Q14566	MCM6	9606
uniprotkb:P03366	11678	uniprotkb:Q14566	MCM6	9606
uniprotkb:Q76353	11676	uniprotkb:Q14566	MCM6	9606
uniprotkb:P03366	11678	uniprotkb:P33993	MCM7	9606
uniprotkb:P03366	11678	uniprotkb:P33993	MCM7	9606
uniprotkb:P27958	11108	uniprotkb:P14174	MIF	9606
uniprotkb:P03496	211044	uniprotkb:P14174	MIF	9606
uniprotkb:P03428	211044	uniprotkb:P46013	MKI67	9606
uniprotkb:C5E526	643960	uniprotkb:P46013	MKI67	9606
uniprotkb:B4URF7	381518	uniprotkb:P46013	MKI67	9606
uniprotkb:P03431	211044	uniprotkb:P46013	MKI67	9606
uniprotkb:C5E524	643960	uniprotkb:P46013	MKI67	9606
uniprotkb:Q5EP37	284218	uniprotkb:P46013	MKI67	9606
uniprotkb:C5E527	643960	uniprotkb:P46013	MKI67	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P46013	MKI67	9606
uniprotkb:P06827	381517	uniprotkb:P40692	MLH1	9606
uniprotkb:P04608	11706	uniprotkb:Q03111	MLLT1	9606
uniprotkb:P04608	11706	uniprotkb:Q03111	MLLT1	9606
uniprotkb:P04608	11706	uniprotkb:P51825	AFF1	9606
uniprotkb:P04608	11706	uniprotkb:P51825	AFF1	9606
uniprotkb:P04608	11706	uniprotkb:P51825	AFF1	9606
uniprotkb:P04618	11706	uniprotkb:P29372	MPG	9606
uniprotkb:P0C1C6	928303	uniprotkb:Q5QNW6	H2BC18	9606
uniprotkb:O56264	130763	uniprotkb:Q5QNW6	H2BC18	9606
uniprotkb:Q05127	128952	uniprotkb:Q5QNW6	H2BC18	9606
uniprotkb:P03495	381517	uniprotkb:Q5QNW6	H2BC18	9606
uniprotkb:P15059	10254	uniprotkb:Q5QNW6	H2BC18	9606
uniprotkb:P04487	10299	uniprotkb:Q5QNW6	H2BC18	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P43246	MSH2	9606
uniprotkb:Q9Q2G4	11676	uniprotkb:P43246	MSH2	9606
uniprotkb:P05919	11706	uniprotkb:P26038	MSN	9606
uniprotkb:P05919	11706	uniprotkb:P26038	MSN	9606
uniprotkb:P03070	1891767	uniprotkb:P01106	MYC	9606
uniprotkb:Q9DH70	1891767	uniprotkb:P01106	MYC	9606
uniprotkb:Q9DH70	1891767	uniprotkb:P01106	MYC	9606
uniprotkb:Q9DUN1	37296	uniprotkb:P01106	MYC	9606
uniprotkb:P03070	1891767	uniprotkb:P01106	MYC	9606
uniprotkb:P04591-PRO_0000038596	11706	uniprotkb:O14974	PPP1R12A	9606
uniprotkb:P27958	11108	uniprotkb:P55209	NAP1L1	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:P55209	NAP1L1	9606
uniprotkb:Q9WMX2	333284	uniprotkb:P55209	NAP1L1	9606
uniprotkb:Q77M19	132487	uniprotkb:P55209	NAP1L1	9606
uniprotkb:P04608	11706	uniprotkb:Q99733	NAP1L4	9606
uniprotkb:P04608	11706	uniprotkb:Q99733	NAP1L4	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:Q99733	NAP1L4	9606
uniprotkb:Q9WMX2	333284	uniprotkb:Q99733	NAP1L4	9606
uniprotkb:P04608	11706	uniprotkb:Q99733	NAP1L4	9606
uniprotkb:Q1K9H2	381518	uniprotkb:Q09161	NCBP1	9606
uniprotkb:C5E522	643960	uniprotkb:Q09161	NCBP1	9606
uniprotkb:Q5EP28	284218	uniprotkb:Q09161	NCBP1	9606
uniprotkb:P03466	211044	uniprotkb:Q09161	NCBP1	9606
uniprotkb:I6TAH8	387139	uniprotkb:Q09161	NCBP1	9606
uniprotkb:C5E524	643960	uniprotkb:Q09161	NCBP1	9606
uniprotkb:Q77M19	132487	uniprotkb:P19338	NCL	9606
uniprotkb:P03427	381518	uniprotkb:P19338	NCL	9606
uniprotkb:P04487	10299	uniprotkb:P19338	NCL	9606
uniprotkb:P90495	868565	uniprotkb:P19338	NCL	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:P19338	NCL	9606
uniprotkb:Q8JPQ9	796210	uniprotkb:P53396	ACLY	9606
uniprotkb:P04578-PRO_0000038428	11706	uniprotkb:O96000	NDUFB10	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:Q13315	ATM	9606
uniprotkb:P12520	11698	uniprotkb:O00217	NDUFS8	9606
uniprotkb:P12520	11698	uniprotkb:O00217	NDUFS8	9606
uniprotkb:P05919	11706	uniprotkb:Q15843	NEDD8	9606
uniprotkb:B9VXK6	10363	uniprotkb:P12036	NEFH	9606
uniprotkb:P03496	211044	uniprotkb:P12036	NEFH	9606
uniprotkb:P08393	10299	uniprotkb:P12036	NEFH	9606
uniprotkb:P36313	10299	uniprotkb:P12036	NEFH	9606
uniprotkb:H2A1D8	10366	uniprotkb:P12036	NEFH	9606
uniprotkb:P04297	10254	uniprotkb:P12036	NEFH	9606
uniprotkb:Q05127	128952	uniprotkb:P12036	NEFH	9606
uniprotkb:P21605	10254	uniprotkb:P12036	NEFH	9606
uniprotkb:D2CFJ1	54315	uniprotkb:P12036	NEFH	9606
uniprotkb:P29991	31635	uniprotkb:P12036	NEFH	9606
uniprotkb:Q01220	10254	uniprotkb:P05023	ATP1A1	9606
uniprotkb:P0DOE9	11259	uniprotkb:P05023	ATP1A1	9606
uniprotkb:Q77M19	132487	uniprotkb:P05023	ATP1A1	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:P05023	ATP1A1	9606
uniprotkb:P04591-PRO_0000038596	11706	uniprotkb:P55769	SNU13	9606
uniprotkb:P03466	211044	uniprotkb:P55769	SNU13	9606
uniprotkb:P04591-PRO_0000038596	11706	uniprotkb:P55769	SNU13	9606
uniprotkb:P04601	11706	uniprotkb:P30419	NMT1	9606
uniprotkb:P04601	11706	uniprotkb:P30419	NMT1	9606
uniprotkb:P03485	211044	uniprotkb:P46087	NOP2	9606
uniprotkb:C5E522	643960	uniprotkb:P46087	NOP2	9606
uniprotkb:Q5EP28	284218	uniprotkb:P46087	NOP2	9606
uniprotkb:P03428	211044	uniprotkb:P46087	NOP2	9606
uniprotkb:P03466	211044	uniprotkb:P46087	NOP2	9606
uniprotkb:I6TAH8	387139	uniprotkb:P46087	NOP2	9606
uniprotkb:Q1K9H2	381518	uniprotkb:P46087	NOP2	9606
uniprotkb:Q6QDQ4	28344	uniprotkb:Q15233	NONO	9606
uniprotkb:P03496	211044	uniprotkb:P06748	NPM1	9606
uniprotkb:P04487	10299	uniprotkb:P06748	NPM1	9606
uniprotkb:P27958	11108	uniprotkb:P06748	NPM1	9606
uniprotkb:Q77M19	132487	uniprotkb:P06748	NPM1	9606
uniprotkb:P03427	381518	uniprotkb:P06748	NPM1	9606
uniprotkb:P04578	11706	uniprotkb:P16615	ATP2A2	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:P16615	ATP2A2	9606
uniprotkb:P0DOE9	11259	uniprotkb:P16615	ATP2A2	9606
uniprotkb:P04578	11706	uniprotkb:P16615	ATP2A2	9606
uniprotkb:Q77M19	132487	uniprotkb:P16615	ATP2A2	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q93084	ATP2A3	9606
uniprotkb:P04578	11706	uniprotkb:Q93084	ATP2A3	9606
uniprotkb:Q1K9E3	381517	uniprotkb:Q16656	NRF1	9606
uniprotkb:P03431	211044	uniprotkb:Q16656	NRF1	9606
uniprotkb:P05919	11706	uniprotkb:P20020	ATP2B1	9606
uniprotkb:P05919	11706	uniprotkb:P20020	ATP2B1	9606
uniprotkb:P03496	211044	uniprotkb:P67809	YBX1	9606
uniprotkb:D1LN35	680716	uniprotkb:P67809	YBX1	9606
uniprotkb:P21605	10254	uniprotkb:P67809	YBX1	9606
uniprotkb:P04487	10299	uniprotkb:P67809	YBX1	9606
uniprotkb:O56264	130763	uniprotkb:P67809	YBX1	9606
uniprotkb:Q9WPI5	380964	uniprotkb:P67809	YBX1	9606
uniprotkb:Q0HD54	383543	uniprotkb:P67809	YBX1	9606
uniprotkb:Q6QDQ4	28344	uniprotkb:P67809	YBX1	9606
uniprotkb:P03427	381518	uniprotkb:P67809	YBX1	9606
uniprotkb:P07939	10884	uniprotkb:P67809	YBX1	9606
uniprotkb:Q77M19	132487	uniprotkb:P67809	YBX1	9606
uniprotkb:Q77M19	132487	uniprotkb:P25705	ATP5F1A	9606
uniprotkb:P0DOE9	11259	uniprotkb:P25705	ATP5F1A	9606
uniprotkb:P04487	10299	uniprotkb:P25705	ATP5F1A	9606
uniprotkb:I6T1Z2	387139	uniprotkb:P13674	P4HA1	9606
uniprotkb:C5E524	643960	uniprotkb:P13674	P4HA1	9606
uniprotkb:C5E526	643960	uniprotkb:P13674	P4HA1	9606
uniprotkb:P03431	211044	uniprotkb:P13674	P4HA1	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P13674	P4HA1	9606
uniprotkb:Q194T2	382835	uniprotkb:P13674	P4HA1	9606
uniprotkb:Q20MH8	381518	uniprotkb:P13674	P4HA1	9606
uniprotkb:P03496	211044	uniprotkb:P13674	P4HA1	9606
uniprotkb:C5E527	643960	uniprotkb:P13674	P4HA1	9606
uniprotkb:B4URF7	381518	uniprotkb:P13674	P4HA1	9606
uniprotkb:P03428	211044	uniprotkb:P13674	P4HA1	9606
uniprotkb:Q194T2	382835	uniprotkb:P07237	P4HB	9606
uniprotkb:P04578	11706	uniprotkb:P07237	P4HB	9606
uniprotkb:I6T1Z2	387139	uniprotkb:P07237	P4HB	9606
uniprotkb:B4URF7	381518	uniprotkb:P07237	P4HB	9606
uniprotkb:Q20MH8	381518	uniprotkb:P07237	P4HB	9606
uniprotkb:P03428	211044	uniprotkb:P07237	P4HB	9606
uniprotkb:P04578	11706	uniprotkb:P07237	P4HB	9606
uniprotkb:P03431	211044	uniprotkb:P07237	P4HB	9606
uniprotkb:C5E527	643960	uniprotkb:P07237	P4HB	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P07237	P4HB	9606
uniprotkb:P27958	11108	uniprotkb:Q06830	PRDX1	9606
uniprotkb:P69284	11195	uniprotkb:Q06830	PRDX1	9606
uniprotkb:Q8JPQ9	796210	uniprotkb:Q06830	PRDX1	9606
uniprotkb:Q77M19	132487	uniprotkb:Q06830	PRDX1	9606
uniprotkb:P04413	10299	uniprotkb:Q06830	PRDX1	9606
uniprotkb:P0DOE9	11259	uniprotkb:P06576	ATP5F1B	9606
uniprotkb:P03496	211044	uniprotkb:P06576	ATP5F1B	9606
uniprotkb:Q77M19	132487	uniprotkb:P06576	ATP5F1B	9606
uniprotkb:P05919	11706	uniprotkb:P06576	ATP5F1B	9606
uniprotkb:P05919	11706	uniprotkb:P06576	ATP5F1B	9606
uniprotkb:P12520	11698	uniprotkb:P57678	GEMIN4	9606
uniprotkb:P12520	11698	uniprotkb:Q5TAQ9	DCAF8	9606
uniprotkb:P12520	11698	uniprotkb:Q5TAQ9	DCAF8	9606
uniprotkb:I6TAH8	387139	uniprotkb:Q5SSJ5	HP1BP3	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:Q5SSJ5	HP1BP3	9606
uniprotkb:C5E522	643960	uniprotkb:Q5SSJ5	HP1BP3	9606
uniprotkb:O56264	130763	uniprotkb:Q15366	PCBP2	9606
uniprotkb:P03496	211044	uniprotkb:Q15366	PCBP2	9606
uniprotkb:Q6QDQ4	28344	uniprotkb:Q15366	PCBP2	9606
uniprotkb:Q77M19	132487	uniprotkb:Q15366	PCBP2	9606
uniprotkb:P04487	10299	uniprotkb:P05165	PCCA	9606
uniprotkb:P04487	10299	uniprotkb:P05166	PCCB	9606
uniprotkb:P68466	10254	uniprotkb:P05166	PCCB	9606
uniprotkb:A0A142I5B9	2316109	uniprotkb:Q9Y3B2	EXOSC1	9606
uniprotkb:Q76353	11676	uniprotkb:Q7Z4H3	HDDC2	9606
uniprotkb:Q76353	11676	uniprotkb:Q7Z4H3	HDDC2	9606
uniprotkb:P0CK47	10377	uniprotkb:Q6PKC3	TXNDC11	9606
uniprotkb:Q05322	128952	uniprotkb:Q71UM5	RPS27L	9606
uniprotkb:B9VXK6	10363	uniprotkb:Q71UM5	RPS27L	9606
uniprotkb:Q1K9H2	381518	uniprotkb:Q71UM5	RPS27L	9606
uniprotkb:H2A1D8	10366	uniprotkb:Q71UM5	RPS27L	9606
uniprotkb:P36313	10299	uniprotkb:Q71UM5	RPS27L	9606
uniprotkb:P03466	211044	uniprotkb:Q71UM5	RPS27L	9606
uniprotkb:P04591-PRO_0000038593	11706	uniprotkb:Q9HD40	SEPSECS	9606
uniprotkb:P04591-PRO_0000038593	11706	uniprotkb:Q9HD40	SEPSECS	9606
uniprotkb:P04591	11706	uniprotkb:Q9HD40	SEPSECS	9606
uniprotkb:P04591-PRO_0000038593	11706	uniprotkb:Q9HD40	SEPSECS	9606
uniprotkb:P04591	11706	uniprotkb:Q9HD40	SEPSECS	9606
uniprotkb:P04591	11706	uniprotkb:Q9HD40	SEPSECS	9606
uniprotkb:Q77M19	132487	uniprotkb:P12004	PCNA	9606
uniprotkb:P12520	11698	uniprotkb:Q9BT78	COPS4	9606
uniprotkb:P12520	11698	uniprotkb:Q9BT78	COPS4	9606
uniprotkb:P12520	11698	uniprotkb:Q9Y6G9	DYNC1LI1	9606
uniprotkb:P0DOE9	11259	uniprotkb:Q9Y6G9	DYNC1LI1	9606
uniprotkb:P12520	11698	uniprotkb:Q9Y6G9	DYNC1LI1	9606
